trade_date,s0,delta_s,balance,return,from_gamma,from_vega,from_theta
20200228,2.814,-0.08400000000000007,-0.014085859091466202,-0.014085859091466202,-0.004361343424398437,-0.004614561895535245,0.0008212440944054688
20200303,2.907,0.008000000000000007,-0.013532018093257277,0.0005538409982089251,-4.460816983120894e-05,-3.479966467121506e-05,0.0008702333297469708
20200304,2.939,0.03200000000000003,-0.013806834907662976,-0.00027481681440569977,-0.0007290297304901388,-0.0005925765605044914,0.0008610344163513742
20200305,3.004,0.06499999999999995,-0.01845649945154947,-0.004649664543886493,-0.003101972110799067,-0.0047064497594240615,0.0009046441462523017
20200306,2.951,-0.052999999999999936,-0.022498820955373144,-0.004042321503823675,-0.0021173238086544524,-0.0022284385281337842,0.0009430811187644862
20200309,2.861,-0.08999999999999986,-0.045282048124004305,-0.02278322716863116,-0.005796113839043054,-0.010256179405746378,0.0030315663969888947
20200311,2.874,-0.03699999999999992,-0.04547985508555088,-0.0001978069615465733,-0.0008633549265825045,-0.000755343152129553,0.0014809887391652142
20200312,2.836,-0.038000000000000256,-0.048680057718461824,-0.003200202632910945,-0.0008857189641806625,-0.0036404525735192475,0.001588364070683267
20200313,2.796,-0.040000000000000036,-0.06573507790228511,-0.017055020183823287,-0.0009178041838054998,-0.013798421057979165,0.001765658419127877
20200316,2.687,-0.10899999999999999,-0.05937862134242371,0.006356456559861404,-0.005563613247688828,0.009033636640468416,0.007178534194827781
20200317,2.675,-0.01200000000000001,-0.061502419958391355,-0.002123798615967648,8.309649422301906e-05,0.0008031399264522579,-0.002644241868663678
20200318,2.618,-0.05699999999999994,-0.054586468158317636,0.006915951800073719,-0.0019800381416380844,0.005477162423545491,0.0028336517640459294
20200319,2.564,-0.053999999999999826,-0.04330779694316939,0.011278671215148244,-0.001854419069331765,0.004053025284742114,0.0030925446275218166
20200320,2.624,0.06000000000000005,-0.046629397743895594,-0.0033216008007262016,-0.0030287556340005406,-0.002443056852540187,0.0026969741802804325
20200323,2.553,-0.07100000000000017,-0.0458583994382378,0.0007709983056577926,-0.0049113462101788696,-0.008015919936339,0.008560261173235021
20200327,2.692,0.015000000000000124,-0.04656620434811817,-0.0007078049098803718,-9.0519671730731e-05,-0.001925297785956208,0.0012612790646321559
20200330,2.68,-0.01200000000000001,-0.04574732489236556,0.0008188794557526108,-5.7730344145782785e-05,-0.0036352602850807016,0.003945594707922348
20200331,2.675,-0.0050000000000003375,-0.03425893071834778,0.011488394174017785,-9.969312973983375e-06,0.010363125905922144,0.0014529297009824797
20200401,2.671,-0.0040000000000000036,-0.03385108194352944,0.0004078487748183368,-8.061920321840353e-06,-0.0008947203938965036,0.0012526656895891
20200402,2.706,0.03500000000000014,-0.0309829647669315,0.002868117176597941,-0.0006200575808187137,0.004817195426798496,0.001307099571038856
20200403,2.694,-0.01200000000000001,-0.03165361386178039,-0.000670649094848888,-8.544233876273051e-05,-0.001570710989187196,0.0011755132968427925
20200407,2.743,0.04899999999999993,-0.030776305298999176,0.0008773085627812108,-0.0013320792355543823,-0.00017224752388331904,0.0050855320971121476
20200408,2.73,-0.0129999999999999,-0.028575044080511987,0.0022012612184871896,-0.00011916601547453896,0.000701241129334896,0.0012887516865918562
20200409,2.739,0.008999999999999897,-0.02640360085236383,0.002171443228148155,-6.0655752506287596e-05,0.0012629602625798683,0.0013114845456832268
20200410,2.738,-0.0009999999999998899,-0.026022715786209412,0.0003808850661544197,-8.273610619309662e-07,-0.0009056911321235889,0.0012958827108622468
20200413,2.726,-0.01200000000000001,-0.018088408356266558,0.007934307429942854,-0.0001199694489871479,0.0038923036671500355,0.004034550590408923
20200414,2.771,0.04499999999999993,-0.01962707873297828,-0.0015386703767117232,-0.002279874215482261,-8.54040296448472e-05,0.0013571161430466579
20200415,2.751,-0.020000000000000018,-0.019060402429925752,0.0005666763030525296,0.0005380958104846745,0.0019595423669020273,-0.0012298627711126717
20200416,2.753,0.002000000000000224,-0.01802748503216376,0.0010329173977619913,-4.902164309979866e-06,-0.0004235666652282538,0.0015828359387557054
20200417,2.793,0.040000000000000036,-0.018140142357721878,-0.0001126573255581173,-0.002118403022549329,-0.0012481138321042504,0.00168036265451271
20200424,2.765,-0.021999999999999797,-0.018401768527081336,-0.00026162616935945793,0.00030976041762156766,0.0006941158388250067,-0.0006083125300531128
20200507,2.843,-0.004999999999999893,-0.020633823524922976,-0.00223205499784164,2.0938081836494228e-05,-0.0014536210925826035,-0.0007696039052197826
20200508,2.863,0.020000000000000018,-0.02006207744292173,0.000571746082001244,0.00035201194653074577,0.00019134109743887024,-0.0007531768596243492
20200511,2.863,0.0,-0.02078010499856895,-0.0007180275556472188,0.0,0.0016146788595889127,-0.002142588470996846
20200512,2.86,-0.0030000000000001137,-0.022400090257316645,-0.0016199852587476943,9.575862727056855e-06,-0.0007965185940925194,-0.0008255381634737173
20200513,2.86,0.0,-0.022771893161512673,-0.000371802904196028,0.0,0.00043716839263212607,-0.0008254938430075961
20200514,2.831,-0.028999999999999915,-0.024604115547977513,-0.0018322223864648407,0.0009727073361199717,-0.0019434910623278537,-0.0008768988964576167
20200515,2.812,-0.019000000000000128,-0.027147352920651936,-0.002543237372674423,0.00041984322587201883,-0.0013822069877387592,-0.0008587933859779908
20200603,2.884,0.004999999999999893,-0.026349994182011983,0.0007973587386399528,2.4382722543540263e-05,0.00146844419842893,-0.0006701204799253722
20200604,2.878,-0.005999999999999783,-0.026242799532905994,0.00010719464910598914,3.4296036853901805e-05,0.0008425006589399798,-0.00070422030982929
20200605,2.892,0.01399999999999979,-0.025821715609767197,0.0004210839231387972,0.00018902281824026797,0.0004646651284356746,-0.0007580876039791819
20200610,2.908,-0.015000000000000124,-0.02659764085333509,-0.0007759252435678918,0.00025404709081714577,-9.968689232649642e-05,-0.0008636633278711134
20200611,2.878,-0.029999999999999805,-0.026867761178786427,-0.0002701203254513382,0.0009796782956224522,-0.0010246104237546252,-0.0008880110336379472
20200612,2.891,0.0129999999999999,-0.027062980911253087,-0.0001952197324666602,0.00017961093553553535,0.0002815380023992696,-0.0010307470881294166
20200615,2.847,-0.04400000000000004,-0.0298539507437144,-0.0027909698324613125,0.002019485409320875,-0.003684283145118419,-0.0029978357476057576
20200616,2.877,0.029999999999999805,-0.02678350718319595,0.00307044356051845,0.0009485879870840452,-0.0007500357062191609,-0.0012844516796264912
20200617,2.881,0.0040000000000000036,-0.027102253737391505,-0.0003187465541955557,2.4482042599672962e-05,0.0007428885552209617,-0.0010602117844861888
20200618,2.895,0.014000000000000234,-0.024994488739583907,0.0021077649978075985,0.0003118308925793996,0.0029459631770934087,-0.0011674807256041163
20200619,2.927,0.03200000000000003,-0.026235637861827286,-0.001241149122243379,-0.001547550516804193,-0.0008733511584645613,0.001537065382305369
20200622,2.924,-0.0030000000000001137,-0.02959286828457109,-0.0033572304227438045,2.1005698962720388e-05,0.0016539417782196757,-0.003642427814115812
20200707,3.402,-0.06699999999999973,-0.005383680141389728,0.024209188143181362,-0.0016048721817023212,0.02055062753975051,0.0023351174866725155
20200708,3.447,0.04499999999999993,0.00046528038517371084,0.005848960526563439,-0.0009237195380494777,0.00560510243272854,0.0018745816984272064
20200709,3.459,0.01200000000000001,0.0036282694686320255,0.0031629890834583146,8.682086470983206e-05,0.004941575645692885,-0.0016239662327549383
20200710,3.373,-0.08599999999999985,-0.0012086159017618836,-0.004836885370393909,0.004175862025913655,-0.00537561002386458,-0.0018136569894613803
20200713,3.416,0.042999999999999705,-0.0019401035154990101,-0.0007314876137371265,0.0011131334941730045,0.00016335582102977055,-0.005163833596390667
20200714,3.38,-0.03600000000000003,-0.004806665663696842,-0.002866562148197832,0.0009746151731592043,-0.0012631710014691607,-0.001913918744199025
20200716,3.206,-0.14400000000000013,0.027637593731328625,0.03244425939502547,0.017922661250593504,0.001507569224235717,-0.0020308133296851666
20200717,3.229,0.02300000000000013,0.029025007045032785,0.0013874133137041604,0.00040835300955632445,-0.0015667494938710683,-0.0027333990650620895
20200720,3.331,0.10199999999999987,0.022045227783153775,-0.00697977926187901,-0.012762568381371282,-0.014804219285763448,0.006871389284333047
20200727,3.211,0.010999999999999677,0.028533238990810502,0.006488011207656727,-4.533913568129886e-05,0.004230960987626353,0.0032856650541238635
20200728,3.231,0.020000000000000018,0.030434681497450263,0.0019014425066397611,-0.00016840416602152165,0.00130114797344747,0.0010521806290702308
20200729,3.291,0.06000000000000005,0.027685283753773094,-0.002749397743677169,-0.0016315379411574594,-0.002195807581572633,0.0010611302033201775
20200730,3.277,-0.01399999999999979,0.026169252142489278,-0.0015160316112838162,-8.54181705259004e-05,-0.002425367757149707,0.0010433317250906828
20200731,3.295,0.017999999999999794,0.026497097084368666,0.00032784494187938773,-0.00013997875054729095,-0.0008932652919500672,0.0011293279306065248
20200810,3.333,0.025000000000000355,0.03044187047867721,0.003944773394308543,-0.0002936701066556096,0.00043184438782394117,0.0044258675856952
20200811,3.307,-0.026000000000000245,0.03717049838768925,0.006728627909012044,-0.0003854540818951348,0.0050911959553023205,0.0016455274077982146
20200813,3.286,-0.01100000000000012,0.04284314115371749,0.005672642766028239,-6.765445118620873e-05,0.004067174838241401,0.0016214616831024828
20200814,3.343,0.05699999999999994,0.040636454838884804,-0.002206686314832687,-0.0020625981703865826,-0.0008269205727551653,0.0015281027598061255
20200820,3.312,-0.039000000000000146,0.03788937375875665,-0.0027470810801281526,0.0014703769112269225,-0.0005980880975593782,-0.0019357989004773841
20200831,3.395,-0.028999999999999915,0.03460878168490805,-0.0032805920738485997,0.0004430101178410928,-0.000615750533466978,-0.0030416639530921963
20200901,3.404,0.008999999999999897,0.0331856918499441,-0.0014230898349639545,4.166543377288026e-05,-0.0010563809965294726,-0.0010572237501709787
20200902,3.395,-0.008999999999999897,0.03524992276062689,0.0020642309106827933,4.520206618104272e-05,0.0029645638286119012,-0.0010622054386642927
20200903,3.387,-0.008000000000000007,0.03661326546173204,0.0013633427011051497,3.313198397116176e-05,0.0025857718617877017,-0.0011372279552033862
20200908,3.336,0.0349999999999997,0.036003087852051883,-0.000610177609680157,0.0006981876395671795,-0.0019516845038170909,-0.0014038545972441937
20200909,3.285,-0.05099999999999971,0.03851254430517873,0.0025094564531268487,0.0016998697982561401,0.0011226368838433533,-0.0013660344803081148
20200910,3.296,0.010999999999999677,0.03865561765486658,0.00014307334968784863,7.418943443627296e-05,0.0008392367402175923,-0.0014376931586689051
20200911,3.313,0.017000000000000348,0.04400363320836739,0.005348015553500812,-0.00019051545656169512,0.00582598452741122,0.0015666332500893893
20200929,3.295,-0.007000000000000117,0.04473745126286219,0.0007338180544947948,-2.204410032317099e-05,-0.00018792529239734963,0.0009612809755724478
20200930,3.281,-0.01399999999999979,0.04372971175506378,-0.001007739507798408,-8.80910032550239e-05,-0.0015124107523341486,0.000986664382821743
20201012,3.442,0.10499999999999998,0.05182789484619901,0.008098183091135233,0.008085729572808092,0.00758469357269465,-0.0026635325308779377
20201013,3.437,-0.0050000000000003375,0.049627880443994285,-0.002200014402204728,1.8185340886876523e-05,-0.0011336815907678113,-0.0010700053503977537
20201014,3.424,-0.0129999999999999,0.04739454189924541,-0.0022333385447488724,0.00012926754804260757,-0.0011287303768146488,-0.0010578254298651692
20201015,3.425,0.0009999999999998899,0.045712841348415745,-0.0016817005508296679,7.964152415662002e-07,-0.0007834120589812,-0.0010614539308340476
20201016,3.432,0.007000000000000117,0.044281096879381386,-0.0014317444690343586,4.071431945621986e-05,-0.0005714059525743899,-0.001047121624861921
20201019,3.409,-0.02300000000000013,0.04048211336310315,-0.0037989835162782343,0.0004749720467445149,-0.00023568844715842412,-0.0031903174223974007
20201020,3.412,0.0030000000000001137,0.03799810694475026,-0.002484006418352891,7.782332402495954e-06,-0.0017488477725688511,-0.0011583038688746524
20201021,3.433,0.020999999999999908,0.03916716324523667,0.0011690563004864082,0.0004207136854421739,0.0017903844697254342,-0.0010378667789470379
20201022,3.42,-0.0129999999999999,0.037653194174341674,-0.0015139690708949952,0.00022254175595370416,4.446541358311756e-05,-0.0014898580777345381
20201026,3.354,-0.053999999999999826,0.039043843339388866,0.001390649165047192,-0.0034780368431597264,-0.002423188980339018,0.004005436468651754
20201102,3.317,-0.01200000000000001,0.04732499012642266,0.008281146787033795,-8.081065797638003e-05,0.0052944823688930494,0.003071972992683887
20201110,3.466,-0.0019999999999997797,0.047100720472127676,-0.0002242696542949854,3.354236737821211e-06,0.0008001653565762309,-0.0009874287217223109
20201111,3.464,-0.002000000000000224,0.04697038369222095,-0.00013033677990672426,3.3472483363693385e-06,0.0009758860544345239,-0.0010374621455349685
20201112,3.447,-0.016999999999999904,0.043211300148859585,-0.003759083543361366,0.000252581069587668,-0.0025861020096327896,-0.0011380009176301547
20201113,3.388,-0.05900000000000016,0.03995336498581866,-0.0032579351630409245,0.0032767715644774586,-0.004571995854551812,-0.0010561474170939
20201117,3.43,0.001000000000000334,0.038665878401374684,-0.0012874865844439767,1.161502691036727e-06,-0.0002711133308444084,-0.001069812029004951
20201118,3.435,0.004999999999999893,0.039312871490964074,0.00064699308958939,3.2574088878428336e-05,0.0019085141561777986,-0.001149384872139674
20201119,3.46,0.02499999999999991,0.03933575557216573,2.2884081201657303e-05,0.0008849812222604986,0.00018716578525771678,-0.0014769789203819095
20201120,3.465,0.004999999999999893,0.036968138930647376,-0.0023676166415183553,4.231636823550027e-05,-0.001467507081774635,-0.0016370897073060347
20201123,3.521,0.05600000000000005,0.04112147689879666,0.004153337968149283,0.004885276569465695,0.009381801294117052,-0.0038902426744347844
